DATASET_YR	REPRJ_ID	INUN_ID	FT_N	PT_N	TOT_N	UG_FT_N	UG_PT_N	UG_TOT_N	FT_DEG_P	UG_RATIO	GRAD_STUD	FT_MEN_N	FT_WMN_N	PT_MEN_N	PT_WMN_N	TOT_MEN_N	TOT_WMN_N	FT_DEG_TERM_N	PT_DEG_TERM_N	TOT_DEG_TERM_N	UG_RATIO_FAC_N	UG_RATIO_STUD_N
2018	12	5634	100	5	105					12.00		55	45	1	4	56	49	88	1	89	102	1214
2018	12	5635	56	277	333					18.00											142	2515
2018	12	5636	496	228	724					18.00		283	213	102	126	385	339				546	10028
2018	12	5637	57	136	193					18.00		40	17	81	55	121	72	43	49	92	103	1872
2018	12	5638	49	119	168					13.00		22	27	52	64	74	91	50	38	88	89	1133
2018	12	5639																				
2018	12	5640	129	8	137					10.00		72	57	3	5	75	62	126	3	129	137	1399
2018	12	5642	269	576	845							119	150	288	288	407	438					
2018	12	5643																				
2018	12	5645																				
2018	12	5647								19.00												
2018	12	5648								24.00												
2018	12	5649	14	27	41					21.00		12	2	16	11	28	13	3	3	6		
2018	12	5651	91	47	138					11.00		48	43	26	21	74	64				107	1135
2018	12	5652	121	346	467					14.00		70	51	197	149	267	200	86	94	180	161	2181
2018	12	5653	140	428	568					27.00												
2018	12	5655	489	600	1089					14.00		284	205	314	286	598	491	409			552	7749
2018	12	5656	125	388	513					19.00		55	70	154	234	209	304	29	39	68	254	4862
2018	12	5657	46	155	201					10.00		17	29	75	80	92	109	29	127	156	14	147
2018	12	5658	157	253	410					16.00		62	95	96	157	158	252	39	18	57	241	3911
2018	12	5659	5	81	86					8.00		4	1	33	48	37	49	0	7	7	32	264
2018	12	5660	10	33	43					15.00												
2018	12	5661	120	219	339					10.00		37	83	72	147	109	230	110	74	184	193	1881
2018	12	5662																				
2018	12	5663	35	89	124					20.00												
2018	12	5664	224	475	699					19.00		99	125	223	252	322	377					
2018	12	5665	186	554	740					26.00		90	96	268	286	358	382				740	19450
2018	12	5666																				
2018	12	5667								25.00												
2018	12	5668	82	215	297					10.00		27	55	105	110	132	165	68	64	132	245	1542
2018	12	5669	45	45	90					16.00		21	24	26	19	47	43	36	13	49	60	997
2018	12	5673	269	97	366					13.00		130	139	47	50	177	189	106	2	108	275	3559
2018	12	5675																				
2018	12	5677	39	88	127					24.00		16	23	49	39	65	62	11	5	16		
2018	12	5678	67	65	132					16.00		35	32	36	29	71	61	42	10	52	89	1439
2018	12	5679	122	274	396					17.00		63	59	132	142	195	201	83	65	148	213	3657
2018	12	5680	25	25	50					15.00		22	3	16	9	38	12	22	15	37	50	493
2018	12	5681	105	88	193					13.00		64	41	46	42	110	83	94	52	146	119	1548
2018	12	5682	21	76	97					17.00		11	10	41	35	52	45	9	10	19	46	797
2018	12	5685	279	180	459					15.00		154	125	88	92	242	217	254	51	305	339	5007
2018	12	5693	34	48	82					15.00		27	7	29	19	56	26	19				
2018	12	5694	4	6	10					15.00		1	3	5	1	6	4	0	0	0	4	100
2018	12	5696	196	767	963					11.00								22	0	22	452	5125
2018	12	5697	149	219	368					12.00		78	71	142	77	220	148	35	27	62		
2018	12	5698			120					18.00						40	80			15		
2018	12	5699	201	116	317					12.00		128	73	65	51	193	124	189	43	232	260	3074
2018	12	5700	155	354	509					30.00								23				
2018	12	5701	47	285	332					15.00		21	26	130	155	151	181	15	62	77	142	2065
2018	12	5703								23.00												
2018	12	5705								34.00												
2018	12	5706								30.00												
2018	12	5707								33.00												
2018	12	5708	75	165	240					25.00		36	39	80	85	116	124	3			240	6031
2018	12	5709	49	77	126					22.00		22	27	41	36	63	63					
2018	12	5710	56	106	162													20	26	46		
2018	12	5711	112	150	262					23.00		60	52	50	100	110	152	49	25	74	162	3751
2018	12	5713	499	630	1129					18.00		301	198	380	250	681	448	476	222	698	709	12816
2018	12	5714	528	1054	1582					24.00		246	282	601	453	847	735	320	186	506	879	21042
2018	12	5715	303	103	406					26.00											303	11368
2018	12	5716	544	742	1286					17.00		291	253	337	405	628	658	501	311	812	791	13057
2018	12	5718	504	957	1461					15.00		310	194	491	466	801	660	405	108	513	823	12500
2018	12	5719	361	763	1124					18.00		191	170	363	400	554	570	286	145	431	615	10894
2018	12	5721	373	565	938					17.00		175	198	247	318	422	516	289	140	429	559	14130
2018	12	5722								19.00												
2018	12	5723	670	1474	2144					14.00		321	349	539	935	860	1284	590	698	1288	1161	15662
2018	12	5724																				
2018	12	5725	333	700																		
2018	12	5726	418	670	1088					21.00								242	91	333	641	13677
2018	12	5727	185	349	534					18.00						310	252	115	98	213	301	5419
2018	12	5729	445	982	1427					17.00								293	211	504	772	13022
2018	12	5730	407	441	848					20.00		197	210	242	199	439	409	328			554	11272
2018	12	5731	592	1033	1625					15.00								510	268	778	936	13659
2018	12	5733								23.00												
2018	12	5734	148	429	577					14.00								2	15	17	577	8144
2018	12	5735								14.00		67	75	27	36	94	111	92	11	103	129	1792
2018	12	5737	144	27	171					8.00		92	52	17	10	109	62	143	25	168	153	1260
2018	12	5739	102	134	236					11.00		50	52	55	79	105	131	63	26	89	147	2687
2018	12	5740	36	58	94					19.00						38	56	4	2	6	55	1043
2018	12	5741	203	91	294					18.00		97	106	38	53	135	159				233	4229
2018	12	5745								24.00		74	118	162	220	236	338	37	43	80	286	6831
2018	12	5746																				
2018	12	5747	88	2	90					8.00		28	60	1	1	29	61	81	0	81	112	937
2018	12	5749	253	106	359					13.00		178	75	63	43	241	118	221	51	272	288	3856
2018	12	5750	78	394	472					14.00		24	54	168	226	192	280	11	13	24	209	3013
2018	12	5751	206	97	303					9.00		116	90	51	46	167	136	194	87	281	238	2216
2018	12	5752	27	72	99					13.00											51	682
2018	12	5753	231	115	346					17.00		110	121	57	58	167	179	195	37	232	269	4680
2018	12	5755	8	8	16					13.00												
2018	12	5757	0	78	78					15.00		0	0	35	43	35	43	0	12	12	78	618
2018	12	5758	1248	400	1648					16.00		766	482	228	172	994	654	1077	200	1277	1381	22456
2018	12	5759	93	200	293					13.00		46	47	93	107	139	154				160	2024
2018	12	5762	43	10	53					10.00		35	8	8	2	43	10	38	9	47	47	455
2018	12	5763								11.00												
2018	12	5764	51	71	122					7.00		32	19	46	25	78	44	34	28	62	95	624
2018	12	5766								7.00												
2018	12	5767	70	125	195					19.00		29	41	51	74	80	115	14	17	31	112	2077
2018	12	5768	546	632	1178					17.00		296	250	308	324	604	574	483			757	13207
2018	12	5769	102	60	162					12.00		58	44	27	33	85	77				122	1505
2018	12	5770	30	13	43					23.00		15	15	4	9	19	24				34	794
2018	12	5771	61	50	111					11.00											111	1245
2018	12	5772								15.00												
2018	12	5773	44	193	237					11.00		22	22	78	115	100	137				102	1137
2018	12	5774	53	64	117					19.00												
2018	12	5775	140	329	469					17.00		65	75	136	193	201	268				140	2434
2018	12	5777	41	241	282					32.00		19	22	110	131	129	153	0	0	0	121	3881
2018	12	5779	98	198	296					16.00		46	52	98	100	144	152				152	2383
2018	12	5780	8	1	9					13.00		1	7	0	1	1	8	1	0	1	9	120
2018	12	5781	34	120	154					25.00		16	18	59	61	75	79				154	3614
2018	12	5782	101	76	177					11.00		54	47	29	47	83	94	92	19	111	126	1394
2018	12	5783								22.00												
2018	12	5784	16	73	89					13.00		10	6	51	22	61	28	4	16	20	40	541
2018	12	5787	60	35	95					13.00		32	28	14	21	46	49	55	11	66	72	972
2018	12	5788																				
2018	12	5789	58	95	153					11.00		21	37	37	58	58	95	17	0	17	95	1027
2018	12	5790	67	34	101					14.00		36	31	10	24	46	55	54	4	58	100	1351
2018	12	5792	8	46	54					23.00		5	3	26	20	31	23	4	19	23	8	187
2018	12	5794	237	934	1171					22.00		121	116	438	496	559	612	137	224	361	548	12029
2018	12	5795	179	1071	1250					22.00		50	129	449	622	499	751	58	292	350	536	11462
2018	12	5796																				
2018	12	5798	296	64	360					9.00		171	125	29	35	200	160	295	45	340	317	2862
2018	12	5800	23	201	224					11.00											88	1017
2018	12	5802	139	165	304					12.00		56	83	65	100	121	183	108	32	140	155	1822
2018	12	5803								32.00												
2018	12	5805	127	56	183					17.00		75	52	28	28	103	80	77	22	99	146	2520
2018	12	5807	544	395	939					15.00		300	244	177	218	477	462	498	153	651	630	9354
2018	12	5808	273	861	1134					21.00		125	148	376	485	501	633	88	198	286		
2018	12	5812	51	72	123					10.00		25	26	32	40	57	66	43	11	54	74	775
2018	12	5813	86	56	142					9.00		49	37	25	31	74	68	71	10	81	104	923
2018	12	5815	210	822	1032					17.00		92	118	367	455	459	573	57	112	169	1032	17577
2018	12	5816	121	199	320																	
2018	12	5818	94	112	206					11.00		34	60	27	85	61	145	62	11	73	129	1391
2018	12	5819	81	145	226					13.00		35	46	58	87	93	133	72	53	125	125	1637
2018	12	5820	60	231	291					10.00		21	39	53	178	74	217					
2018	12	5822	54	176	230					11.00		22	32								123	1391
2018	12	5823	126	10	136					11.00												
2018	12	5827	66	121	187					12.00		22	44	43	78	65	122	45	40	85	106	1244
2018	12	5828	141	28	169					12.00		69	72	13	15	82	87	127	13	140		
2018	12	5829	292	244	536					10.00		55	237	51	193	106	430	173	60	233	361	3486
2018	12	5830	49	128	177					10.00		14	35					40			177	1149
2018	12	5831	95	171	266					12.00		34	61	67	104	101	165	72	61	133	152	1824
2018	12	5832	12	46	58					10.00		8	4	29	17	37	21	9	7	16	30	286
2018	12	5833	69	107	176					10.00		11	58	21	86	32	144	51	34	85	105	1056
2018	12	5834	170	157	327					14.00		79	91	78	79	157	170	154	69	223	222	3213
2018	12	5835	220	199	419					14.00		76	144	79	120	155	264				266	3850
2018	12	5837	447	363	810					14.00		263	184	184	179	447	363	405	101	506	537	7489
2018	12	5839								26.00												
2018	12	5841	155	177	332					21.00		73	82	79	98	152	180				214	4426
2018	12	5843	127	113	240					14.00		97	30	55	58	152	88	104	20	124	149	2027
2018	12	5845																				
2018	12	5846	26	27	53					10.00		15	11	14	13	29	24	24	12	36	35	336
2018	12	5847	171	577	748					17.00		79	92	307	270	386	362				383	6470
2018	12	5849	154	400	554					23.00		74	80	204	196	278	276				287	6671
2018	12	5851	278	40	318					10.00		149	129	18	22	167	151	264	29	293	291	3030
2018	12	5852	108	162	270					15.00		49	59								162	2431
2018	12	5853	48	16	64					14.00												
2018	12	5854			56					13.00								36				
2018	12	5856								23.00												
2018	12	5857	185	325	510					27.00		95	90	117	208	212	298	33	2	35	293	7914
2018	12	5858								20.00												
2018	12	5859	35	43	78					17.00		16	19	12	31	28	50			31	78	609
2018	12	5861	98	118	216					12.00		51	47	50	68	101	115				152	1815
2018	12	5862																				
2018	12	5864	165	47	212					11.00		79	86	25	22	104	108	155	25	180	173	1894
2018	12	5865	410	785	1195					24.00		176	234	323	462	499	696	160	164	324	720	17360
2018	12	5866	186	46	232					10.00		96	90	20	26	116	116	184	27	211	201	2090
2018	12	5870	25							12.00												
2018	12	5871	16							12.00												
2018	12	5872	109	435	544					13.00		58	51	152	283	210	334				254	3199
2018	12	5874	38	55	93					13.00		19	19	17	38	36	57	6	0	6	56	720
2018	12	5876	285	247	532					15.00		205	80	164	83	369	163	252	27	279	367	5618
2018	12	5877	1318	846	2164					18.00		753	565	412	434	1165	999					
2018	12	5879			343											202	141					
2018	12	5880								22.00												
2018	12	5881	38	25	63					16.00		29	9	17	8	46	17				63	759
2018	12	5884	52							33.00		40	12									
2018	12	5885	272	707	979					14.00		146	126	388	319	534	445				508	6879
2018	12	5886	74	61	135					11.00		38	36	26	35	64	71	17	22	39	94	993
2018	12	5888	55	54	109					15.00		9	46	17	37	26	83	41	22	63	73	1126
2018	12	5889	18	3	21					9.00		1	17	0	3	1	20	5	0	5	19	169
2018	12	5890	44	40	84					15.00		18	26	16	24	34	50					
2018	12	5891	44	7	51					19.00		20	24	6	1	26	25	14	3	17		
2018	12	5892																				
2018	12	5893																				
2018	12	5895	52	82	134					14.00		28	24	51	31	79	55	24	1	25	134	1327
2018	12	5896								6.00												
2018	12	5898																				
2018	12	5900																				
2018	12	5901	292	272	564					17.00		161	131	132	140	293	271	230	48	278	382	6351
2018	12	5902	66	124	190					10.00		36	30	69	55	105	85	51	46	97		
2018	12	5904																				
2018	12	5905								19.00											706	13720
2018	12	5907																				
2018	12	5912	14	35	49					10.00		5	9	13	22	18	31	2	6	8	24	234
2018	12	5913	20	40	60					12.00		10	10	13	27	23	37	4	11	15	30	373
2018	12	5914								18.00												
2018	12	5915																				
2018	12	5922								20.00												
2018	12	5923								18.00												
2018	12	5924								16.00												
2018	12	5925	123	312	435					25.00		52	71	142	170	194	241					
2018	12	5926	241	884	1125					19.00		99	142	367	517	466	659				536	9926
2018	12	5927	93	418	511					23.00		37	56	210	208	247	264				236	5321
2018	12	5928								29.00												
2018	12	5929	437	601	1038													136				
2018	12	5930	6144	0	6144																	
2018	12	5931	117	196	313					22.00		62	55	84	112	146	167				194	4256
2018	12	5933	0	735	735					13.00								0	82	82		
2018	12	5934																				
2018	12	5935	100	247	347																	
2018	12	5936																				
2018	12	5938								4.00												
2018	12	5939	116	56	172					15.00		58	58	25	31	83	89	79	16	95	134	1958
2018	12	5940	252	250	502					10.00		116	136	98	152	214	288	187	108	295	130	1336
2018	12	5941	28	96	124					11.00		20	8	45	51	65	59	10	19	29	60	638
2018	12	5942	167	79	246					11.00		86	81	34	45	120	126	141	20	161	193	2082
2018	12	5943	96	345	441					18.00		40	56	160	185	200	241	74	69	143	211	3781
2018	12	5944	52	96	148					11.00												
2018	12	5945	65	194	259					19.00		34	31	91	103	125	134	43	65	108	146	2745
2018	12	5946	208	300	508					11.00		100	108	105	195	205	303	156	73	229	203	2275
2018	12	5947	71	231	302					11.00		42	29	118	113	160	142	53	128	181	148	1626
2018	12	5949	61	192	253					14.00		40	21	67	125	107	146	47	90	137	89	1209
2018	12	5951	1026	617	1643					25.00		641	385	336	281	977	666				1231	31036
2018	12	5953	182	66	248					9.00		87	95	28	38	115	133	170	41	211	204	1783
2018	12	5957																				
2018	12	5961								26.00												
2018	12	5964	81	3	84					13.00		28	53	0	3	28	56	78	2	80	82	1075
2018	12	5966	152	251	403					16.00		63	89	104	147	167	236	18	18	36	403	9619
2018	12	5968	57	149	206					8.00		41	16	102	47	143	63	43			107	851
2018	12	5971	102	95	197																	
2018	12	5972	157	155	312					15.00		74	83	75	80	149	163	94	31	125	209	3148
2018	12	5975	78	34	112					11.00		38	40	13	21	51	61	78	9	87	89	1000
2018	12	5976	1756	401	2157					9.00		1113	643	228	173	1341	816	1626	269	1895	1624	14764
2018	12	5978	89	140	229					18.00		53	36	60	80	113	116				146	2610
2018	12	5979	54	149	203					6.00		21	33	70	79	91	112				203	650
2018	12	5980	487	236	723					18.00		246	241	81	155	327	396	353	82	435	566	10035
2018	12	5981								34.00												
2018	12	5982	36	48	84					15.00								2	0	2	84	1575
2018	12	5983	41	11	52					7.00		10	31	7	4	17	35	38	1	39		
2018	12	5984																				
2018	12	5985	64	39	103					13.00		50	14	18	21	68	35	60	15	75	77	999
2018	12	5987	48	205	253					26.00		24	24					0	0	0	116	2995
2018	12	5988								33.00												
2018	12	5992								19.00											262	3021
2018	12	5993	573	317	890					11.00		305	268	156	161	461	429	506	182	688	417	4714
2018	12	5994	16	15	31					8.00		14	2	11	4	25	6	14	8	22	21	177
2018	12	5996	104	350	454					11.00		49	55	136	214	185	269	7	27	34	454	4960
2018	12	5997																				
2018	12	5998								27.00												
2018	12	5999	141	42	183					20.00		101	40	18	24	119	64				155	3131
2018	12	6000	51	52	103					15.00		27	24	30	22	57	46	33	7	40	69	1024
2018	12	6001	162	216	378					15.00		87	75	89	127	176	202	117			152	2210
2018	12	6002	56	103	159					14.00		29	27	47	56	76	83	36	28	64	86	1233
2018	12	6003	43	229	272					23.00											272	3844
2018	12	6004																				
2018	12	6005																				
2018	12	6006	128	196	324					13.00		40	88	68	128	108	216	104	51	155	193	2453
2018	12	6008																				
2018	12	6012	359	1314	1673					18.00		158	201	584	730	742	931	75	155	230	1051	17687
2018	12	6013	84	561	645							39	45	265	296	304	341	14	5	19		
2018	12	6014	260	390	650					14.00		119	141	187	203	306	344	231	167	398	390	5458
2018	12	6015								26.00												
2018	12	6017	18	98	116					10.00		8	10	50	48	58	58	2	8	10	116	1186
2018	12	6018	147	157	304					12.00		52	95	60	97	112	192	124	65	189	199	2332
2018	12	6019	93	48	141					30.00											125	3700
2018	12	6020	96	49	145							64	32	28	21	92	53	73	17	90		
2018	12	6021	50	20	70					11.00		21	29	6	14	27	43	39	7	46	63	718
2018	12	6022								14.00												
2018	12	6023	134	526	660					13.00		83	51	291	235	374	286	108	229	337		
2018	12	6024	8	48	56					16.00		6	2	37	11	43	13	4	12	16		
2018	12	6026			10					15.00						5	5	0	1	1	7	95
2018	12	6028	173	98	271					19.00		73	100	40	58	113	158	103		103	206	3947
2018	12	6031								18.00												
2018	12	6032	64	64	128					18.00		27	37	19	45	46	82	13	3	16	85	1514
2018	12	6034	610	171	781					7.00		385	225	100	71	485	296	577	146	723	602	4377
2018	12	6037	131	701	832					12.00		46	85	326	375	372	460	54	171	225	375	5085
2018	12	6039	213	348	561					14.00		128	85	184	164	312	249	179	146	325	282	3866
2018	12	6040	185	4	189					10.00		105	80	3	1	108	81	180	3	183	186	1796
2018	12	6041								20.00												
2018	12	6042	44	20	64					10.00		23	21	10	10	33	31	33	5	38	64	640
2018	12	6043	3	22	25					7.00		0	3	6	16	6	19				13	98
2018	12	6044	13	19	32					17.00		4	9	12	7	16	16	4	1	5	19	329
2018	12	6045	281	635	916					16.00		139	142	300	335	439	477	85	57	142	493	7837
2018	12	6046	20	59	79					7.00		2	18	7	52	9	70				40	278
2018	12	6048																				
2018	12	6049	31	109	140					17.00		19	12	41	68	60	80	14	29	43	67	1171
2018	12	6050	290	555	845					25.00		128	162	243	312	371	474				845	20808
2018	12	6051	3	13	16					4.00		1	2	10	3	11	5	3	10	13	7	28
2018	12	6052																				
2018	12	6054	36	41	77					11.00		21	15	15	26	36	41	22	8	30	50	630
2018	12	6057	143	659	802					24.00		60	83	312	347	372	430					
2018	12	6059																				
2018	12	6060																				
2018	12	6061																				
2018	12	6062																				
2018	12	6064	92	174	266					14.00		51	41	100	74	151	115	63	0	63	150	2068
2018	12	6065																				
2018	12	6066	380	220	600					42.00		140	240									
2018	12	6067	267	293	560					18.00											560	12007
2018	12	6069	204	335	539					16.00		91	113	167	168	258	281				321	5252
2018	12	6070	183	73	256					14.00		85	98	30	43	115	141	122	26	148	207	2865
2018	12	6072	218	36	254					9.00				20	16	140	113	212	16	228	254	2219
2018	12	6073	37	26	63					20.00								5	0	5	37	787
2018	12	6074																				
2018	12	6078	916	939	1855					16.00		493	423	490	449	983	872	775	329	1104	1229	19190
2018	12	6080	228	36	264					9.00		129	99					224	22	246	240	2146
2018	12	6081																				
2018	12	6082	100	155	255					11.00		36	64	76	79	112	143	77	79	156		
2018	12	6085	5	21	26					9.00		1	4	5	16	6	20				12	95
2018	12	6086	343	802	1145					20.00		170	173	355	447	525	620				610	11978
2018	12	6093	13	66	79					11.00		7	6	42	24	49	30				35	390
2018	12	6094	11	50	61					19.00		9	2	27	23	36	25				28	533
2018	12	6095	9	67	76					21.00		6	3	29	38	35	41				31	645
2018	12	6096	14	51	65					14.00		9	5	27	24	36	29				31	432
2018	12	6097																				
2018	12	6098	14	70	84					16.00		11	3	41	29	52	32				37	586
2018	12	6099																				
2018	12	6100	4	36	40					20.00		2	2	16	20	18	22				16	319
2018	12	6102	255	550	805					17.00		116	139	267	283	383	422					
2018	12	6103	225	58	283					9.00		113	112	33	25	146	137	208	40	248	244	2084
2018	12	6107	96	73	169					9.00		51	45	27	46	78	91	38	13	51	120	1090
2018	12	6108	72	67	139					12.00		35	37	25	42	60	79	46	0	46	98	1150
2018	12	6110	221	190	411					13.00												
2018	12	6111																				
2018	12	6113	211	371	582					20.00		122	89	187	184	309	273	145	64	209	288	6780
2018	12	6114	88	36	124					11.00		48	40	14	22	62	62	76	13	89	100	1062
2018	12	6115	52	23	75					12.00		44	8	12	11	56	19	21	7	28	60	725
2018	12	6116	52	143	195					12.00												
2018	12	6117	77	160	237					15.00		28	49	46	114	74	163	55	39	94	91	1366
2018	12	6118	106	222	328					9.00		48	58	71	151	119	209	74	61	135	180	1515
2018	12	6122			344					21.00		59	68								206	4302
2018	12	6125								11.00											46	389
