DATASET_YR	REPRJ_ID	INUN_ID	ADMS	COUNSEL	SAT1_VERB_200_P	SAT1_VERB_300_P	SAT1_VERB_400_P	SAT1_VERB_500_P	SAT1_VERB_600_P	SAT1_VERB_700_P	SAT1_MATH_200_P	SAT1_MATH_300_P	SAT1_MATH_400_P	SAT1_MATH_500_P	SAT1_MATH_600_P	SAT1_MATH_700_P	ACT_1_P	ACT_2_P	ACT_3_P	ACT_4_P	ACT_5_P	ACT_6_P	SAT1_VERB_MEAN	SAT1_MATH_MEAN	ACT_MEAN	SAT1_VERB_670_800_P	SAT1_MATH_600_800_P	SUBMIT_P	SUBMIT_SAT1_P	SUBMIT_ACT_P	PLACE_ONLY	ADMS_PLACE	ADMS_COUNSEL	SAT1_VERB_25TH_P	SAT1_VERB_75TH_P	SAT1_MATH_25TH_P	SAT1_MATH_75TH_P	ACT_COMP_25TH_P	ACT_COMP_75TH_P	ACT_WRITING	SAT_NEW	SAT1_WRITING_200_P	SAT1_WRITING_300_P	SAT1_WRITING_400_P	SAT1_WRITING_500_P	SAT1_WRITING_600_P	SAT1_WRITING_700_P	SAT1_WRITING_25TH_P	SAT1_WRITING_75TH_P	SAT1_WRITING_MEAN	ESSAY_ADMIS_ACT	ESSAY_ADMIS_SAT	ESSAY_ADVISING_ACT	ESSAY_ADVISING_SAT	ESSAY_AP_SUBST_ACT	ESSAY_AP_SUBST_SAT	ESSAY_AP_VALID_ACT	ESSAY_AP_VALID_SAT	ESSAY_NO_ACT	ESSAY_NO_SAT	ESSAY_NO_POLICY_ACT	ESSAY_NO_POLICY_SAT	ESSAY_PLACE_ACT	ESSAY_PLACE_SAT	ADMS_OPTIONAL	SAT_ESSAY
2018	12	7034	Y		0.00	0.00	0.00	7.00	46.00	47.00	0.00	0.00	1.00	14.00	46.00	39.00	0.00	0.00	0.00	3.00	29.00	68.00			31				68.00	45.00				640.00	730.00	623.00	730.00	29.00	33.00	ACTB																			X	X						SATB
2018	12	7036	Y														0.00	0.00	0.00	74.00	26.00	0.00			22				17.00	89.00								20.00	24.00																											
2018	12	7037	N																																																															
2018	12	7038	Y														0.00	2.00	31.00	47.00	20.00	0.00			20				91.00	15.00								17.00	22.00	ACTB													X	X			X	X					X	X		
2018	12	7040	N																																																															
2018	12	7041	N														0.00	0.00	9.31	51.16	34.88	4.65			22				43.00	64.00								19.25	24.00	ACTB																			X	X					X	SATB
2018	12	7046	Y		0.00	1.00	25.00	49.00	23.00	2.00	0.00	2.00	23.00	47.00	26.00	2.00	0.00	0.00	7.00	38.00	47.00	8.00	546						78.00	26.00				490.00	590.00	490.00	600.00	21.00	25.00	ACTB													X	X			X	X							X	SATB
2018	12	7047	N																																																															
2018	12	7050	N																																																															
2018	12	7052	N																										1.00	99.00																																				
2018	12	7053															0.00	0.00	45.00	48.00	7.00	0.00			19																																									
2018	12	7054	N																																																															
2018	12	7057	Y		0.00	0.00	3.70	31.70	51.20	13.40	0.00	1.20	3.70	35.40	36.60	23.10	0.00	0.00	0.80	25.60	48.10	25.60							26.00	69.00				560.00	670.00	580.00	695.00	23.00	30.00	ACTB											X	X					X	X							X	SATB
2018	12	7058	N																																																															
2018	12	7063	Y		0.00	0.30	28.30	51.90	17.50	2.00	0.00	1.00	31.00	55.30	12.00	0.70	0.00	0.00	16.60	56.90	22.50	4.00	538	525	21				99.00	16.00				490.00	580.00	480.00	560.00	18.00	24.00	ACTB																					X	X				SATB
2018	12	7065	N																																																															
2018	12	7066	Y		0.00	3.00	33.00	50.00	13.00	1.00	0.00	5.00	40.00	46.00	9.00	0.00	0.00	0.00	19.00	54.00	25.00	2.00							62.00	30.00				440.00	600.00	420.00	580.00	16.00	26.00	ACTB																					X	X			X	SATB
2018	12	7067	N																																																															
2018	12	7068	Y																																																															
2018	12	7069	Y																																																															
2018	12	7071	Y		0.00	0.26	0.78	13.21	52.59	33.16	0.00	0.00	1.30	11.66	45.60	41.45	0.00	0.00	0.26	4.11	42.67	52.96	664	678	29				57.00	57.00				630.00	710.00	630.00	730.00	28.00	31.00	ACTB																										SATB
2018	12	7072	Y		0.00	0.00	14.00	60.00	23.00	3.00	0.00	1.00	23.00	58.00	16.00	2.00	0.00	0.00	1.00	70.00	25.00	4.00	557	538	22				55.00	66.00				510.00	600.00	500.00	580.00	20.00	24.00	ACTB													X	X	X	X	X	X								SATB
2018	12	7074	Y														0.00	0.00	30.00	55.00	14.00	1.00			19					64.00								17.00	21.00	ACTB																			X	X						SATB
2018	12	7075	N																																																								X	X						
2018	12	7076	Y														0.00	0.00	20.90	64.20	13.90	1.10			20				21.00	85.00								18.00	22.00	ACTB																			X	X	X	X			X	SATB
2018	12	7078	Y														0.00	0.00	0.36	24.36	50.55	24.73			26				14.00	76.00								24.00	29.00	ACTB													X	X											X	SATB
2018	12	7080	Y																																					ACTB																			X	X						
2018	12	7083	Y																											60.00																																			X	
2018	12	7084	Y														0.00	0.00	14.00	63.00	20.00	3.00			21				1.00	99.00								18.00	23.00																											
2018	12	7085	Y																																																															
2018	12	7087	N																																																															
2018	12	7088	N																										1.00	75.00																													X	X						
2018	12	7089	Y																																																															
2018	12	7090																																																																
2018	12	7091	Y														0.00	0.00	11.00	51.00	35.00	3.00			22					92.00								20.00	25.00	ACTB																					X	X				
2018	12	7092	N																																																															
2018	12	7093																																																																
2018	12	7094	N																																																															
2018	12	7096	N																																																															
2018	12	7097	Y		0.00	1.00	35.00	47.00	15.00	2.00	0.00	2.00	36.00	49.00	12.00	1.00	0.00	0.00	19.00	58.00	20.00	3.00	528	518	21				68.00	33.00				480.00	580.00	470.00	560.00	18.00	23.00	ACTB																			X	X						SATB
2018	12	7098																																																																
2018	12	7099	N																																																															
2018	12	7106	Y														0.00	0.00	29.00	52.00	19.00	0.00							92.00	6.00																																				
2018	12	7109	Y														0.00	0.00	18.60	62.80	17.80	0.80			21				55.00	45.00								18.00	22.00	ACTB																										
2018	12	7110	N																																					ACTB																					X	X				
2018	12	7111	Y														0.00	2.00	81.00	15.00	2.00	0.00																14.00	16.00	ACTB																					X	X				SATB
2018	12	7112	N																																																															
2018	12	7113	N																																																															
2018	12	7114	Y																						16				17.00	83.00								13.00	20.00	ACTB																			X	X						
2018	12	7115	N																																																															
2018	12	7116																																																																
2018	12	7118	N																																																															
2018	12	7119	Y																																																															
2018	12	7120	Y		0.00	4.40	36.22	47.04	11.57	0.75	0.00	4.02	40.50	44.65	10.31	0.50	0.00	0.81	40.94	47.52	9.66	1.07	514	507	19				69.25	64.90				470.00	560.00	460.00	540.00	16.00	21.00	ACTB																			X	X						SATB
2018	12	7121	Y		0.00	4.00	30.00	46.00	19.00	1.00	0.00	8.00	34.00	48.00	10.00	0.00	0.00	0.00	23.00	53.00	20.00	4.00	527	208	21				79.00	24.00				480.00	590.00	470.00	550.00	18.00	23.00	ACTB																					X	X				SATB
2018	12	7122	Y		0.00	1.00	23.00	51.00	22.00	3.00	0.00	2.00	28.00	51.00	16.00	2.00							533	548	23				89.00	21.00				500.00	590.00	480.00	580.00	19.00	25.00	ACTB																			X	X						SATB
2018	12	7123	Y		0.00	3.00	20.00	54.00	20.00	3.00	0.00	2.00	25.00	55.00	17.00	1.00	0.00	0.00	22.00	55.00	17.00	6.00	506	493	21				66.00	9.00				500.00	580.00	480.00	580.00	19.00	23.00	ACTB																			X	X					X	SATB
2018	12	7124	N																																																															
2018	12	7125	N																																																															
2018	12	7126	N																										2.00	98.00										ACTB																			X	X						
2018	12	7128	N																																																															
2018	12	7129	N																																																															
2018	12	7130	Y		0.00	0.40	15.70	44.40	35.60	3.90	0.00	1.50	10.30	43.70	36.10	8.40	0.00	0.00	5.20	26.80	49.30	18.70			24				69.00	48.00				470.00	650.00	480.00	680.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	7131	Y		0.00	1.00	1.00	12.10	44.50	41.40	0.00	0.00	2.00	22.20	38.40	37.40	0.00	0.00	0.00	12.00	41.00	47.00	670	660	29				28.00	57.00				620.00	730.00	600.00	730.00	25.00	32.00	ACTB																									X	SATB
2018	12	7132	N																																																															
2018	12	7134	Y		0.00	0.30	9.50	48.80	37.10	4.30	0.00	0.00	7.40	55.80	29.80	7.10	0.00	0.00	4.80	34.90	50.60	9.70	579	584	26				70.00	13.00				533.00	620.00	530.00	630.00	22.00	26.00	ACTB																			X	X					X	SATB
2018	12	7135	Y		0.00	1.00	20.00	36.00	38.00	5.00	0.00	3.00	23.00	45.00	24.00	5.00	0.00	0.00	7.18	31.52	46.01	15.29	573	551	25				29.19	83.46				510.00	630.00	490.00	610.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	7136	N																						19																																									
2018	12	7138	Y														0.00	0.00	19.63	56.07	23.36	0.93			20				52.00	57.00								18.00	23.00	ACTB																					X	X				SATB
2018	12	7139	N																																																															
2018	12	7140	Y		0.00	0.00	0.20	13.70	56.70	29.40	0.00	0.00	0.30	8.60	43.50	47.60	0.00	0.00	0.00	3.10	30.90	66.00	659	688	30				51.00	49.00				620.00	700.00	650.00	730.00	29.00	32.00	ACTC																					X	X				SATC
2018	12	7141	Y		0.00	0.00	6.00	54.00	36.00	4.00	0.00	0.00	7.00	52.00	37.00	4.00	0.00	0.00	1.00	45.00	49.00	5.00	581	584	25				74.30	28.10				540.00	620.00	540.00	620.00	22.00	27.00	ACTB																			X	X					X	SATB
2018	12	7142	Y																						16					86.00								14.00	17.00	ACTB																										SATB
2018	12	7143	Y																																					ACTB																					X	X				SATB
2018	12	7144	Y		0.00	2.33	30.23	51.16	14.73	1.55	0.00	6.25	22.66	54.69	16.40	0.00							535	530					54.00	67.00				480.00	580.00	490.00	590.00			ACTB																					X	X				SATB
2018	12	7145	Y		0.00	0.20	14.40	45.70	35.50	4.20	0.00	1.30	24.30	54.60	18.50	1.30	0.00	0.00	6.20	39.10	48.40	6.30							78.00	61.00				530.00	630.00	490.00	580.00	21.00	27.00	ACTB																			X	X						SATB
2018	12	7147	Y		0.00	0.00	8.00	44.00	36.00	12.00	0.00	2.00	7.00	38.00	38.00	15.00	0.00	0.00	1.00	42.00	38.00	20.00							60.00	52.00				530.00	650.00	530.00	660.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	7148	Y														0.00	0.00	0.00	3.19	57.37	39.44							47.00	50.00								27.00	31.00	ACTB																			X	X					X	SATB
2018	12	7149	N																																																															
2018	12	7151	Y														0.00	0.00	20.70	59.20	19.00	1.10							73.00	31.00								18.00	23.00	ACTB																			X	X						SATB
2018	12	7152	Y		0.00	0.00	37.00	33.00	22.00	7.00	0.00	0.00	33.00	33.00	30.00	4.00	0.00	0.00	3.00	53.00	38.00	6.00	546	548	23				4.00	94.00				470.00	600.00	470.00	630.00	21.00	26.00	ACTB																			X	X						SATB
2018	12	7154	N																																																															
2018	12	7158	Y		0.00	0.94	14.55	41.08	33.80	9.62	0.00	1.65	19.34	50.00	22.41	6.60	0.00	0.00	4.64	43.14	38.29	13.93			24				72.00	53.00								21.00	28.00	ACTB																					X	X				
2018	12	7159	Y														0.00	0.00	33.00	42.00	25.00	0.00			20				35.00	17.00								17.00	24.00																											
2018	12	7160	Y														0.00	0.00	22.00	67.00	11.00	0.00			21				62.00	52.00										ACTB																										SATB
2018	12	7162	N																																			17.00	22.00																											
2018	12	7163	Y		0.00	2.20	29.70	52.50	15.60	0.00													528	526	20				64.00	36.00				480.00	570.00	480.00	550.00	17.00	22.00	ACTB																			X	X						SATB
2018	12	7164	Y																				512	495	22				5.00	81.00				450.00	530.00	430.00	520.00	17.00	24.00	ACTB																			X	X						SATB
2018	12	7166	Y																											92.00								15.00	18.00	ACTB																										SATB
2018	12	7168	N														0.00	1.00	42.00	49.00	7.00	1.00			18					86.00								14.00	20.00																											
2018	12	7169	Y																						21				17.00	86.00								19.00	27.00	ACTB																			X	X						SATB
2018	12	7170																																																																
2018	12	7171	N																																																															
2018	12	7173	N																																																															
2018	12	7174	N																																																															
2018	12	7175	N																																																															
2018	12	7176	Y		0.00	22.86	62.86	11.43	2.86	0.00	0.00	40.00	37.14	22.86	0.00	0.00		0.48	57.25	36.47	4.83	0.97	443	429	17				7.00	87.00				420.00	470.00	355.00	490.00	14.00	19.00	ACTB																			X	X	X	X				SATB
2018	12	7177	Y		0.00	4.54	48.74	40.50	6.05	0.17	0.00	10.57	49.16	33.56	5.87	0.84	0.00	0.00	46.30	50.00	3.70	0.00	493	482	18				90.00	16.00				440.00	540.00	430.00	530.00	16.00	21.00	ACTB																			X	X						SATB
2018	12	7178	Y		0.00	1.50	30.00	48.50	19.00	1.00	0.00	1.50	19.50	58.50	15.00	5.50	0.00	0.00	4.82	59.17	31.46	4.55			23				21.00	79.00								20.00	25.00	ACTB																					X	X				SATB
2018	12	7179	Y														0.00	0.00	14.40	58.60	24.10	3.00			21				5.60	94.40								18.00	24.00	ACTB																					X	X				
2018	12	7180	Y		0.00	0.00	19.00	47.00	30.00	4.00	0.00	1.00	17.00	48.00	31.00	3.00	0.00	0.00	7.00	50.00	37.00	7.00	564	551	23				74.00	41.00				510.00	610.00	510.00	600.00	20.00	26.00	ACTB													X	X			X	X								SATB
2018	12	7182	N																																																															
2018	12	7183	N																																																															
2018	12	7184	N																																																															
2018	12	7185	Y														0.00	0.00	79.31	17.24	3.45	0.00			15				69.00	21.00								13.00	16.00																											
2018	12	7186	Y														0.00	0.00	21.00	60.00	18.00	1.00			21				0.00	100.00								18.00	23.00	ACTB																			X	X	X	X				SATB
2018	12	7187	Y		0.00	6.79	39.97	41.24	11.53	0.47	0.29	7.45	36.79	43.94	11.09	0.44	0.00	0.00	40.81	42.86	16.33	0.00	506	500	19				87.00	6.00				460.00	560.00	450.00	550.00	16.00	22.00	ACTB																								X		
